Sales_Order,Opportunity_ID,Opportunity_Name,Stage,Amount,Close_Date,Probability,Sales_Person,Sales_Person_Email,Company_Name,Company_Industry,Contact_Name,Contact_Title,Contact_Email,Contact_Phone,Created_Date,Last_Modified_Date,Next_Step,Description,Type,Lead_Source,State,Zip_Code,Payment_Terms
6509,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6510,OPP-2024-0053,Valley School District Learning Management,Proposal/Price Quote,175000,8/15/2024,65,Michael Chang,mchang@company.com,Valley School District,Education,Thomas Rivera,Curriculum Director,trivera@valleyschools.org,555-345-9012,5/1/2024,5/18/2024,District Presentation,Learning management system for K-12 schools,New Business,Education Conference,AZ,18655,Net 60
6511,OPP-2024-0066,City Water Utility Management,Perception Analysis,315000,12/5/2024,20,Alex Rodriguez,arodriguez@company.com,City Water Department,Utilities,Richard Davis,Utilities Director,rdavis@citywater.gov,555-678-2345,5/25/2024,5/28/2024,Discovery Phase,Water utility management and monitoring system,New Business,RFP,LA,82397,2% 10 Net 30
6512,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6513,OPP-2024-0088,Eastside Transit Authority Ticketing,Qualification,245000,11/5/2024,30,Michael Chang,mchang@company.com,Eastside Transit Authority,Transportation,Jennifer Lee,Fare Systems Manager,jlee@eastsidetransit.org,555-890-4567,6/10/2024,6/15/2024,Requirements Analysis,Mobile ticketing system with contactless payment,New Business,Partner Referral,MI,21542,Net 45
6514,OPP-2024-0066,City Water Utility Management,Perception Analysis,315000,12/5/2024,20,Alex Rodriguez,arodriguez@company.com,City Water Department,Utilities,Richard Davis,Utilities Director,rdavis@citywater.gov,555-678-2345,5/25/2024,5/28/2024,Discovery Phase,Water utility management and monitoring system,New Business,RFP,LA,82397,2% 10 Net 30
6515,OPP-2024-0026,Western Regional Hospital Network Upgrade,Perception Analysis,475000,10/10/2024,25,Alex Rodriguez,arodriguez@company.com,Western Regional Hospital,Healthcare,Richard Wong,Network Administrator,rwong@westernhospital.org,555-678-2345,5/15/2024,5/18/2024,Technical Assessment,Complete network infrastructure upgrade for multi-location hospital system,Upgrade,Industry Event,OR,59037,Net 60
6516,OPP-2024-0085,Pacific Manufacturing ERP System,Negotiation/Review,355000,9/10/2024,85,David Martinez,dmartinez@company.com,Pacific Manufacturing Co.,Manufacturing,Robert Johnson,Operations Director,rjohnson@pacificmfg.com,555-567-1234,6/15/2024,6/12/2024,Contract Review,Enterprise resource planning system for manufacturing operations,New Business,Industry Event,DE,95043,Net 45
6517,OPP-2024-0025,Golden State Credit Union Digital Banking,Negotiation/Review,310000,6/15/2024,85,David Martinez,dmartinez@company.com,Golden State Credit Union,Financial Services,Nancy Lee,Digital Banking Director,nlee@goldenstatecu.org,555-567-1234,3/20/2024,5/15/2024,Legal Review,Digital banking platform upgrade with enhanced security features,Upgrade,Existing Customer,CO,25015,2% 10 Net 30
6518,OPP-2024-0076,Eastern Insurance Policy System,Perception Analysis,295000,12/15/2024,20,Alex Rodriguez,arodriguez@company.com,Eastern Insurance Group,Insurance,Michelle Thompson,Operations Director,mthompson@easterninsurance.com,555-678-2345,5/28/2024,5/30/2024,Discovery Workshop,Policy management system with customer portal,New Business,Cold Call,MD,36812,Net 45
6519,OPP-2024-0038,Deluxe Hotel Group Guest WiFi,Qualification,85000,9/25/2024,25,Michael Chang,mchang@company.com,Deluxe Hotel Group,Hospitality,James Chen,IT Manager,jchen@deluxehotels.com,555-890-4567,5/20/2024,5/22/2024,Technical Evaluation,High-speed guest WiFi solution for 6 hotel properties,New Business,Partner Referral,AR,16922,Net 45
6520,OPP-2024-0082,Northern Regional Hospital Patient Portal,Decision Makers,185000,9/5/2024,75,Sarah Johnson,sjohnson@company.com,Northern Regional Hospital,Healthcare,Elizabeth Chen,Patient Services Director,echen@northernhospital.org,555-234-8901,6/5/2024,6/8/2024,Executive Approval,Patient portal with appointment scheduling and records access,New Business,Healthcare Conference,MN,29039,Net 60
6521,OPP-2024-0047,University Research Database,Value Proposition,165000,10/5/2024,40,Sarah Johnson,sjohnson@company.com,University Research Foundation,Education,William Chen,Research Director,wchen@universityresearch.edu,555-789-3456,5/15/2024,5/18/2024,Capability Demo,Research database with collaboration tools for multi-institution projects,New Business,Conference,NY,52791,Net 60
6522,OPP-2024-0050,Horizon Energy Monitoring Solution,Needs Analysis,255000,9/20/2024,35,David Martinez,dmartinez@company.com,Horizon Energy Corporation,Energy,Michelle Wong,Operations Manager,mwong@horizonenergy.com,555-012-6789,5/15/2024,5/20/2024,Requirements Analysis,Energy usage monitoring and optimization system,New Business,Industry Event,PA,33815,Net 45
6523,OPP-2024-0048,Forest Products Inventory Control,Qualification,195000,9/15/2024,30,Michael Chang,mchang@company.com,Forest Products Inc.,Manufacturing,Emily Taylor,Supply Chain Manager,etaylor@forestproducts.com,555-890-4567,5/22/2024,5/24/2024,Initial Assessment,Inventory control system for timber products manufacturing,New Business,Partner Referral,CT,95039,2% 10 Net 30
6524,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6525,OPP-2024-0004,GreenLeaf Retail POS System,Qualification,75000,7/10/2024,20,Emma Wilson,ewilson@company.com,GreenLeaf Retail,Retail,Robert Green,Operations Manager,rgreen@greenleaf.com,555-456-7890,5/10/2024,5/12/2024,Initial Meeting,New point-of-sale system deployment across 12 retail locations,New Business,Website,IL,45713,Net 30
6526,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6527,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6528,OPP-2024-0013,Evergreen Energy Monitoring Solution,Proposal/Price Quote,195000,7/15/2024,65,Michael Chang,mchang@company.com,Evergreen Energy Corp,Energy,Melissa Chen,Operations Director,mchen@evergreenenergy.com,555-345-9012,4/5/2024,5/14/2024,Technical Demonstration,Energy usage monitoring and optimization system,New Business,Webinar,LA,59991,Net 60
6529,OPP-2024-0010,Parkway Hotels Guest Experience Platform,Perception Analysis,155000,6/22/2024,15,David Martinez,dmartinez@company.com,Parkway Hotels & Resorts,Hospitality,Michael Johnson,Guest Relations Director,mjohnson@parkwayhotels.com,555-012-3456,5/12/2024,5/15/2024,Discovery Meeting,Mobile platform for enhanced guest experience across 25 properties,New Business,Web Demo,WI,77211,2% 10 Net 30
6530,OPP-2024-0013,Evergreen Energy Monitoring Solution,Proposal/Price Quote,195000,7/15/2024,65,Michael Chang,mchang@company.com,Evergreen Energy Corp,Energy,Melissa Chen,Operations Director,mchen@evergreenenergy.com,555-345-9012,4/5/2024,5/14/2024,Technical Demonstration,Energy usage monitoring and optimization system,New Business,Webinar,LA,59991,Net 60
6531,OPP-2024-0028,Seaside Restaurant Chain POS Upgrade,Qualification,95000,9/5/2024,20,Michael Chang,mchang@company.com,Seaside Restaurants Inc.,Food & Beverage,David Chen,Operations Director,dchen@seasiderestaurants.com,555-890-4567,5/12/2024,5/15/2024,Initial Meeting,Point-of-sale system upgrade for 12 restaurant locations,Upgrade,Cold Call,CT,26119,2% 10 Net 30
6532,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6533,OPP-2024-0005,Oceanview Healthcare Cloud Migration,Negotiation/Review,320000,6/5/2024,80,David Martinez,dmartinez@company.com,Oceanview Healthcare,Healthcare,Samantha Patel,CTO,spatel@oceanviewhealth.com,555-567-8901,3/15/2024,5/11/2024,Contract Review,Migration of patient records and systems to secure cloud platform,New Business,Partner Referral,WY,94220,Net 45
6534,OPP-2024-0062,Westside Medical Group Patient Portal,Decision Makers,175000,8/10/2024,75,Sarah Johnson,sjohnson@company.com,Westside Medical Group,Healthcare,David Thompson,IT Manager,dthompson@westsidemedical.org,555-234-8901,5/15/2024,5/20/2024,Executive Review,Patient portal with appointment scheduling and secure messaging,New Business,Healthcare Conference,AR,24776,Net 45
6535,OPP-2024-0080,Westcoast Logistics Tracking System,Needs Analysis,275000,10/15/2024,35,David Martinez,dmartinez@company.com,Westcoast Logistics Inc.,Transportation,Sarah Miller,Operations Director,smiller@westcoastlogistics.com,555-012-6789,5/25/2024,6/2/2024,Requirements Gathering,Logistics tracking system with mobile capabilities,New Business,Partner ReferralOPP-2024-0061,HI,35771,Net 45
6536,OPP-2024-0028,Seaside Restaurant Chain POS Upgrade,Qualification,95000,9/5/2024,20,Michael Chang,mchang@company.com,Seaside Restaurants Inc.,Food & Beverage,David Chen,Operations Director,dchen@seasiderestaurants.com,555-890-4567,5/12/2024,5/15/2024,Initial Meeting,Point-of-sale system upgrade for 12 restaurant locations,Upgrade,Cold Call,CT,26119,2% 10 Net 30
6537,OPP-2024-0028,Seaside Restaurant Chain POS Upgrade,Qualification,95000,9/5/2024,20,Michael Chang,mchang@company.com,Seaside Restaurants Inc.,Food & Beverage,David Chen,Operations Director,dchen@seasiderestaurants.com,555-890-4567,5/12/2024,5/15/2024,Initial Meeting,Point-of-sale system upgrade for 12 restaurant locations,Upgrade,Cold Call,CT,26119,2% 10 Net 30
6538,OPP-2024-0096,Coastal Water District Management,Perception Analysis,345000,1/10/2025,20,Alex Rodriguez,arodriguez@company.com,Coastal Water District,Utilities,Sarah Brown,Operations Director,sbrown@coastalwater.gov,555-678-2345,6/20/2024,6/25/2024,Initial Assessment,Water utility management and monitoring system,New Business,RFP,OR,74721,Net 45
6539,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6540,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6541,OPP-2024-0065,Regional Bank Fraud Detection,Negotiation/Review,285000,8/15/2024,90,David Martinez,dmartinez@company.com,Regional Banking Corporation,Financial Services,Elizabeth Wilson,Security Officer,ewilson@regionalbank.com,555-567-1234,5/20/2024,5/25/2024,Final Review,Fraud detection system with AI capabilities,New Business,Webinar,WI,95691,Net 30
6542,OPP-2024-0009,Global Foods Supply Chain Solution,Needs Analysis,230000,8/12/2024,25,Emma Wilson,ewilson@company.com,Global Foods Inc.,Food & Beverage,Linda Martinez,Supply Chain Director,lmartinez@globalfoods.com,555-901-2345,5/8/2024,5/15/2024,Requirements Gathering,Supply chain management system with real-time tracking,New Business,Industry Event,SD,45688,2% 10 Net 30
6543,OPP-2024-0083,Midtown School District LMS,Proposal/Price Quote,325000,9/25/2024,60,Michael Chang,mchang@company.com,Midtown School District,Education,Thomas Wilson,Technology Director,twilson@midtownschools.org,555-345-9012,5/30/2024,6/10/2024,Budget Committee,Learning management system for K-12 education,New Business,Education Conference,CO,96587,Net 60
6544,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6545,OPP-2024-0035,Pacific Shipping Logistics Platform,Negotiation/Review,265000,7/10/2024,80,David Martinez,dmartinez@company.com,Pacific Shipping Company,Transportation,Karen Lee,Logistics Director,klee@pacificshipping.com,555-567-1234,4/15/2024,5/15/2024,Contract Review,Logistics management platform with real-time tracking,New Business,Partner Referral,KY,83485,Net 45
6546,OPP-2024-0047,University Research Database,Value Proposition,165000,10/5/2024,40,Sarah Johnson,sjohnson@company.com,University Research Foundation,Education,William Chen,Research Director,wchen@universityresearch.edu,555-789-3456,5/15/2024,5/18/2024,Capability Demo,Research database with collaboration tools for multi-institution projects,New Business,Conference,NY,52791,Net 60
6547,OPP-2024-0042,Riverdale Healthcare Analytics Platform,Decision Makers,215000,7/15/2024,75,Sarah Johnson,sjohnson@company.com,Riverdale Healthcare,Healthcare,Elizabeth Moore,Analytics Director,emoore@riverdalehealthcare.org,555-234-8901,4/20/2024,5/15/2024,Final Presentation,Healthcare analytics platform for patient outcomes optimization,New Business,Conference,ND,86343,Net 45
6548,OPP-2024-0065,Regional Bank Fraud Detection,Negotiation/Review,285000,8/15/2024,90,David Martinez,dmartinez@company.com,Regional Banking Corporation,Financial Services,Elizabeth Wilson,Security Officer,ewilson@regionalbank.com,555-567-1234,5/20/2024,5/25/2024,Final Review,Fraud detection system with AI capabilities,New Business,Webinar,WI,95691,Net 30
6549,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6550,OPP-2024-0023,Harbor Logistics Fleet Management,Proposal/Price Quote,235000,7/30/2024,60,Michael Chang,mchang@company.com,Harbor Logistics,Transportation,Rebecca Torres,Operations Manager,rtorres@harborlogistics.com,555-345-9012,4/25/2024,5/14/2024,ROI Analysis,Fleet management and route optimization solution for 120 vehicles,New Business,Webinar,FL,58016,Net 45
6551,OPP-2024-0096,Coastal Water District Management,Perception Analysis,345000,1/10/2025,20,Alex Rodriguez,arodriguez@company.com,Coastal Water District,Utilities,Sarah Brown,Operations Director,sbrown@coastalwater.gov,555-678-2345,6/20/2024,6/25/2024,Initial Assessment,Water utility management and monitoring system,New Business,RFP,OR,74721,Net 45
6552,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6553,OPP-2024-0003,Meridian Financial Services Upgrade,Proposal/Price Quote,210000,6/15/2024,60,Michael Chang,mchang@company.com,Meridian Financial Services,Financial Services,Jennifer Lawson,COO,jlawson@meridianfs.com,555-345-6789,4/15/2024,5/12/2024,Executive Presentation,Upgrading existing infrastructure to enterprise tier with added security features,Upgrade,Referral,IN,21304,2% 10 Net 30
6554,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6555,OPP-2024-0011,NextGen Biotech Lab Systems,Decision Makers,275000,6/30/2024,70,Alex Rodriguez,arodriguez@company.com,NextGen Biotech,Biotechnology,Sarah Williams,Lab Director,swilliams@nextgenbio.com,555-123-7890,3/25/2024,5/14/2024,Executive Approval,Advanced laboratory information management systems,New Business,Trade Show,ND,93310,1% 15 Net 30
6556,OPP-2024-0023,Harbor Logistics Fleet Management,Proposal/Price Quote,235000,7/30/2024,60,Michael Chang,mchang@company.com,Harbor Logistics,Transportation,Rebecca Torres,Operations Manager,rtorres@harborlogistics.com,555-345-9012,4/25/2024,5/14/2024,ROI Analysis,Fleet management and route optimization solution for 120 vehicles,New Business,Webinar,FL,58016,Net 45
6557,OPP-2024-0082,Northern Regional Hospital Patient Portal,Decision Makers,185000,9/5/2024,75,Sarah Johnson,sjohnson@company.com,Northern Regional Hospital,Healthcare,Elizabeth Chen,Patient Services Director,echen@northernhospital.org,555-234-8901,6/5/2024,6/8/2024,Executive Approval,Patient portal with appointment scheduling and records access,New Business,Healthcare Conference,MN,29039,Net 60
6558,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6559,OPP-2024-0003,Meridian Financial Services Upgrade,Proposal/Price Quote,210000,6/15/2024,60,Michael Chang,mchang@company.com,Meridian Financial Services,Financial Services,Jennifer Lawson,COO,jlawson@meridianfs.com,555-345-6789,4/15/2024,5/12/2024,Executive Presentation,Upgrading existing infrastructure to enterprise tier with added security features,Upgrade,Referral,IN,21304,2% 10 Net 30
6560,OPP-2024-0055,Northwest Credit Union Digital Banking,Negotiation/Review,265000,8/5/2024,85,David Martinez,dmartinez@company.com,Northwest Credit Union,Financial Services,Daniel Park,CTO,dpark@northwestcu.org,555-567-1234,5/10/2024,5/20/2024,Contract Finalization,Digital banking platform with mobile application,New Business,Webinar,MS,67376,2% 10 Net 30
6561,OPP-2024-0053,Valley School District Learning Management,Proposal/Price Quote,175000,8/15/2024,65,Michael Chang,mchang@company.com,Valley School District,Education,Thomas Rivera,Curriculum Director,trivera@valleyschools.org,555-345-9012,5/1/2024,5/18/2024,District Presentation,Learning management system for K-12 schools,New Business,Education Conference,AZ,18655,Net 60
6562,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6563,OPP-2024-0028,Seaside Restaurant Chain POS Upgrade,Qualification,95000,9/5/2024,20,Michael Chang,mchang@company.com,Seaside Restaurants Inc.,Food & Beverage,David Chen,Operations Director,dchen@seasiderestaurants.com,555-890-4567,5/12/2024,5/15/2024,Initial Meeting,Point-of-sale system upgrade for 12 restaurant locations,Upgrade,Cold Call,CT,26119,2% 10 Net 30
6564,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6565,OPP-2024-0026,Western Regional Hospital Network Upgrade,Perception Analysis,475000,10/10/2024,25,Alex Rodriguez,arodriguez@company.com,Western Regional Hospital,Healthcare,Richard Wong,Network Administrator,rwong@westernhospital.org,555-678-2345,5/15/2024,5/18/2024,Technical Assessment,Complete network infrastructure upgrade for multi-location hospital system,Upgrade,Industry Event,OR,59037,Net 60
6566,OPP-2024-0077,Northwest Winery Management Platform,Value Proposition,155000,11/5/2024,45,Sarah Johnson,sjohnson@company.com,Northwest Wine Collective,Food & Beverage,Robert Wilson,Operations Manager,rwilson@northwestwine.com,555-789-3456,5/25/2024,5/30/2024,Site Assessment,Production and inventory management for wine producers,New Business,Industry Event,WI,85585,1% 15 Net 30
6567,OPP-2024-0078,Metro Healthcare Network Refresh,Qualification,385000,10/25/2024,25,Michael Chang,mchang@company.com,Metro Healthcare System,Healthcare,Jennifer Davis,IT Director,jdavis@metrohealthcare.org,555-890-4567,5/30/2024,6/2/2024,Technical Evaluation,Network infrastructure refresh for 8 medical facilities,Upgrade,Healthcare Conference,SD,38280,Net 60
6568,OPP-2024-0087,Alpine Resorts Booking System,Value Proposition,165000,11/15/2024,40,Sarah Johnson,sjohnson@company.com,Alpine Resorts Group,Hospitality,Michael Torres,Reservations Manager,mtorres@alpineresorts.com,555-789-3456,6/10/2024,6/15/2024,Demo Session,Reservation and property management system for ski resorts,New Business,Trade Show,WV,56465,Net 45
6569,OPP-2024-0057,Golden Gate Retail Analytics Platform,Value Proposition,125000,10/15/2024,45,Sarah Johnson,sjohnson@company.com,Golden Gate Retail Group,Retail,Amanda Torres,Marketing Director,atorres@goldengateretail.com,555-789-3456,5/20/2024,5/22/2024,Requirements Gathering,Customer analytics platform for retail chain,New Business,Trade Show,PA,63853,2% 10 Net 30
6570,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6571,OPP-2024-0090,Grand Hotel Group Property Management,Needs Analysis,295000,11/20/2024,30,David Martinez,dmartinez@company.com,Grand Hotel Group,Hospitality,Sarah Brown,Operations Director,sbrown@grandhotelgroup.com,555-012-6789,6/15/2024,6/18/2024,Site Assessment,Property management system for luxury hotel chain,New Business,Industry EventOPP-2024-0071,VA,96717,1% 15 Net 30
6572,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6573,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
6574,OPP-2024-0043,Silver State Government Records System,Proposal/Price Quote,385000,8/30/2024,60,Michael Chang,mchang@company.com,Silver State Government,Government,Andrew Wilson,Records Manager,awilson@silverstate.gov,555-345-9012,4/15/2024,5/18/2024,Budget Approval,Electronic records management system with compliance features,New Business,RFP,ME,90519,Net 60
6575,OPP-2024-0086,City Transportation Management,Perception Analysis,285000,12/25/2024,25,Alex Rodriguez,arodriguez@company.com,City Transportation Department,Government,Sarah Davis,Transportation Director,sdavis@citytransportation.gov,555-678-2345,6/5/2024,6/10/2024,Discovery Phase,Transportation management system for urban transit,New Business,RFP,AL,75114,Net 60
6576,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6577,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6578,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6579,OPP-2024-0001,Enterprise Security Solution Implementation,Needs Analysis,125000,5/20/2024,30,Alex Rodriguez,arodriguez@company.com,Pinnacle Technologies,Technology,Martin Chen,IT Director,mchen@pinnacle-tech.com,555-123-4567,5/5/2024,5/10/2024,Technical Demo,Enterprise-wide security implementation for all 8 office locations,New Business,Trade Show,NJ,84641,1% 15 Net 30
6580,OPP-2024-0085,Pacific Manufacturing ERP System,Negotiation/Review,355000,9/10/2024,85,David Martinez,dmartinez@company.com,Pacific Manufacturing Co.,Manufacturing,Robert Johnson,Operations Director,rjohnson@pacificmfg.com,555-567-1234,6/15/2024,6/12/2024,Contract Review,Enterprise resource planning system for manufacturing operations,New Business,Industry Event,DE,95043,Net 45
6581,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6582,OPP-2024-0063,Central State University IT Infrastructure,Proposal/Price Quote,425000,9/5/2024,60,Michael Chang,mchang@company.com,Central State University,Education,Jennifer Lee,IT Director,jlee@centralstate.edu,555-345-9012,5/10/2024,5/24/2024,Budget Committee,IT infrastructure upgrade for main campus,New Business,Education Conference,KS,49306,Net 60
6583,OPP-2024-0085,Pacific Manufacturing ERP System,Negotiation/Review,355000,9/10/2024,85,David Martinez,dmartinez@company.com,Pacific Manufacturing Co.,Manufacturing,Robert Johnson,Operations Director,rjohnson@pacificmfg.com,555-567-1234,6/15/2024,6/12/2024,Contract Review,Enterprise resource planning system for manufacturing operations,New Business,Industry Event,DE,95043,Net 45
6584,OPP-2024-0053,Valley School District Learning Management,Proposal/Price Quote,175000,8/15/2024,65,Michael Chang,mchang@company.com,Valley School District,Education,Thomas Rivera,Curriculum Director,trivera@valleyschools.org,555-345-9012,5/1/2024,5/18/2024,District Presentation,Learning management system for K-12 schools,New Business,Education Conference,AZ,18655,Net 60
6585,OPP-2024-0093,Western Financial Services CRM,Proposal/Price Quote,275000,10/5/2024,65,Michael Chang,mchang@company.com,Western Financial Services,Financial Services,Thomas Davis,Client Relations Director,tdavis@westernfinancial.com,555-345-9012,6/10/2024,6/22/2024,Cost Analysis,Customer relationship management system for financial advisors,New Business,Industry Event,UT,14847,2% 10 Net 30
6586,OPP-2024-0088,Eastside Transit Authority Ticketing,Qualification,245000,11/5/2024,30,Michael Chang,mchang@company.com,Eastside Transit Authority,Transportation,Jennifer Lee,Fare Systems Manager,jlee@eastsidetransit.org,555-890-4567,6/10/2024,6/15/2024,Requirements Analysis,Mobile ticketing system with contactless payment,New Business,Partner Referral,MI,21542,Net 45
6587,OPP-2024-0047,University Research Database,Value Proposition,165000,10/5/2024,40,Sarah Johnson,sjohnson@company.com,University Research Foundation,Education,William Chen,Research Director,wchen@universityresearch.edu,555-789-3456,5/15/2024,5/18/2024,Capability Demo,Research database with collaboration tools for multi-institution projects,New Business,Conference,NY,52791,Net 60
